name,author,source
Raw Electroencephalogram-Based Cognitive Workload Classification Using Directed and Nondirected Functional Connectivity Analysis and Deep Learning.,Anmol Gupta;Ronnie Daniel;Akash Rao;Partha Pratim Roy;Sushil Chandra;Byung-Gyu Kim,PubMed
A multiwavelet-based sparse time-varying autoregressive modeling for motor imagery EEG classification.,Zhenfei Liu;Lina Wang;Song Xu;Kunfeng Lu,PubMed
Input Shape Effect on Classification Performance of Raw EEG Motor Imagery Signals with Convolutional Neural Networks for Use in Brain-Computer Interfaces.,Emre Arı;Ertuğrul Taçgın,PubMed
Subject Separation Network for Reducing Calibration Time of MI-Based BCI.,Haochen Hu;Kang Yue;Mei Guo;Kai Lu;Yue Liu,PubMed
Continual Learning of a Transformer-Based Deep Learning Classifier Using an Initial Model from Action Observation EEG Data to Online Motor Imagery Classification.,Po-Lei Lee;Sheng-Hao Chen;Tzu-Chien Chang;Wei-Kung Lee;Hao-Teng Hsu;Hsiao-Huang Chang,PubMed
Motor imagery classification method based on relative wavelet packet entropy brain network and improved lasso.,Manqing Wang;Hui Zhou;Xin Li;Siyu Chen;Dongrui Gao;Yongqing Zhang,PubMed
Multi-band spatial feature extraction and classification for motor imaging EEG signals based on OSFBCSP-GAO-SVM model : EEG signal processing.,Yong Shang;Xing Gao;Aimin An,PubMed
The Effects of Subthreshold Vibratory Noise on Cortical Activity During Motor Imagery.,Kishor Lakshminarayanan;Rakshit Shah;Yifei Yao;Deepa Madathil,PubMed
Recognition of unilateral lower limb movement based on EEG signals with ERP-PCA analysis.,Lingyun Gu;Jiuchuan Jiang;Hongfang Han;John Q Gan;Haixian Wang,PubMed
Filter bank sinc-convolutional network with channel self-attention for high performance motor imagery decoding.,Jiaming Chen;Dan Wang;Weibo Yi;Meng Xu;Xiyue Tan,PubMed
Explainable artificial intelligence model to predict brain states from fNIRS signals.,Caleb Jones Shibu;Sujesh Sreedharan;K M Arun;Chandrasekharan Kesavadas;Ranganatha Sitaram,PubMed
EEG changes during passive movements improve the motor imagery feature extraction in BCIs-based sensory feedback calibration.,Denis Delisle-Rodriguez;Leticia Silva;Teodiano Bastos-Filho,PubMed
Coherence based graph convolution network for motor imagery-induced EEG after spinal cord injury.,Han Li;Ming Liu;Xin Yu;JianQun Zhu;Chongfeng Wang;Xinyi Chen;Chao Feng;Jiancai Leng;Yang Zhang;Fangzhou Xu,PubMed
Early-stage fusion of EEG and fNIRS improves classification of motor imagery.,Yang Li;Xin Zhang;Dong Ming,PubMed
Robust Motor Imagery Tasks Classification Approach Using Bayesian Neural Network.,Daily Milanés-Hermosilla;Rafael Trujillo-Codorniú;Saddid Lamar-Carbonell;Roberto Sagaró-Zamora;Jorge Jadid Tamayo-Pacheco;John Jairo Villarejo-Mayor;Denis Delisle-Rodriguez,PubMed
An overview of methods of left and right foot motor imagery based on Tikhonov regularisation common spatial pattern.,Jiakai Zhang;Xuemei Wang;Boyang Xu;Yan Wu;Xiongjie Lou;Xiaoyan Shen,PubMed
A study of action difference on motor imagery based on delayed matching posture task.,Mengfan Li;Haoxin Zuo;Huihui Zhou;Guizhi Xu;Enming Qi,PubMed
Comparison of subject-independent and subject-specific EEG-based BCI using LDA and SVM classifiers.,Eliana M Dos Santos;Rodrigo San-Martin;Francisco J Fraga,PubMed
An Adaptive EEG Classification Algorithm Based on CSSD and ELM_Kernel for Small Training Samples.,Li Wang;Zhi Lan;Qiang Wang;Xue Bai;Fengling Ma,PubMed
Classification of motor imagery electroencephalogram signals by using adaptive cross-subject transfer learning.,Jin Feng;Yunde Li;Chengliang Jiang;Yu Liu;Mingxin Li;Qinghui Hu,PubMed
Classification of EEG signals related to real and imagery knee movements using deep learning for brain computer interfaces.,Yeji Lee;Hyun Ju Lee;Ki Sik Tae,PubMed
Enhancement of motor imagery training efficiency by an online adaptive training paradigm integrated with error related potential.,Tangfei Tao;Yagang Jia;Guanghua Xu;Renghao Liang;Qiuxiang Zhang;Longting Chen;Yuxiang Gao;Ruiquan Chen;Xiaowei Zheng;Yunhui Yu,PubMed
Classification of BCI Multiclass Motor Imagery Task Based on Artificial Neural Network.,Amira Echtioui;Wassim Zouch;Mohamed Ghorbel;Chokri Mhiri;Habib Hamam,PubMed
Feature optimization based on improved novel global harmony search algorithm for motor imagery electroencephalogram classification.,Bin Shi;Xiaokai Chen;Zan Yue;Feixiang Zeng;Shuai Yin;Benguo Wang;Jing Wang,PubMed
Motor Imagery Classification for Brain Computer Interface Using Deep Convolutional Neural Networks and Mixup Augmentation.,Haider Alwasiti;Mohd Zuki Yusoff,PubMed
[Research on the feature representation of motor imagery electroencephalogram signal based on individual adaptation].,Lizheng Pan;Yi Ding;Shunchao Wang;Aiguo Song,PubMed
Hybrid fuzzy deep neural network toward temporal-spatial-frequency features learning of motor imagery signals.,Maryam Sorkhi;Mohammad Reza Jahed-Motlagh;Behrouz Minaei-Bidgoli;Mohammad Reza Daliri,PubMed
Driving Fatigue Detection with Three Non-Hair-Bearing EEG Channels and Modified Transformer Model.,Jie Wang;Yanting Xu;Jinghong Tian;Huayun Li;Weidong Jiao;Yu Sun;Gang Li,PubMed
EEG-Based Mental Tasks Recognition via a Deep Learning-Driven Anomaly Detector.,Abdelkader Dairi;Nabil Zerrouki;Fouzi Harrou;Ying Sun,PubMed
EEG Channel Selection Techniques in Motor Imagery Applications: A Review and New Perspectives.,Ibrahima Faye;Md Rafiqul Islam,PubMed
Relevance-based channel selection in motor imagery brain-computer interface.,Aarthy Nagarajan;Neethu Robinson;Cuntai Guan,PubMed
EEG in Neurorehabilitation: A Bibliometric Analysis and Content Review.,Athanasia Tsiamalou;Efthimios Dardiotis;Konstantinos Paterakis;George Fotakopoulos;Ioannis Liampas;Markos Sgantzos;Vasileios Siokas;Alexandros G Brotis,PubMed
Noninvasive neuroimaging and spatial filter transform enable ultra low delay motor imagery EEG decoding.,Tao Fang;Junkongshuai Wang;Wei Mu;Zuoting Song;Xueze Zhang;Gege Zhan;Pengchao Wang;Jianxiong Bin;Lan Niu;Lihua Zhang;Xiaoyang Kang,PubMed
A novel ANN adaptive Riemannian-based kernel classification for motor imagery.,Fodil Yacine;Haddab Salah;Kachenoura Amar;Karfoul Ahmad,PubMed
MI-DABAN: A dual-attention-based adversarial network for motor imagery classification.,Huiying Li;Dongxue Zhang;Jingmeng Xie,PubMed
Event-related brain potential markers of visual and auditory perception: A useful tool for brain computer interface systems.,Alice Mado Proverbio;Marta Tacchini;Kaijun Jiang,PubMed
A comparative analysis of masking empirical mode decomposition and a neural network with feed-forward and back propagation along with masking empirical mode decomposition to improve the classification performance for a reliable brain-computer interface.,D Jaipriya;K C Sriharipriya,PubMed
Data augmentation for learning predictive models on EEG: a systematic comparison.,Cédric Rommel;Joseph Paillard;Thomas Moreau;Alexandre Gramfort,PubMed
Learning Optimal Time-Frequency-Spatial Features by the CiSSA-CSP Method for Motor Imagery EEG Classification.,Hai Hu;Zihang Pu;Haohan Li;Zhexian Liu;Peng Wang,PubMed
An Intelligent Motor Imagery Detection System Using Electroencephalography with Adaptive Wavelets.,Smith K Khare;Nikhil Gaikwad;Neeraj Dhanraj Bokde,PubMed
Resting-State EEG in Alpha Rhythm May Be Indicative of the Performance of Motor Imagery-Based Brain-Computer Interface.,Kun Wang;Feifan Tian;Minpeng Xu;Shanshan Zhang;Lichao Xu;Dong Ming,PubMed
Mental Strategies in a P300-BCI: Visuomotor Transformation Is an Option.,Nikolay Syrov;Lev Yakovlev;Varvara Nikolaeva;Alexander Kaplan;Mikhail Lebedev,PubMed
Segment alignment based cross-subject motor imagery classification under fading data.,Zitong Wan;Rui Yang;Mengjie Huang;Fuad E Alsaadi;Muntasir M Sheikh;Zidong Wang,PubMed
Enhancement of Time-Frequency Energy for the Classification of Motor Imagery Electroencephalogram Based on an Improved FitzHugh-Nagumo Neuron System.,Ruiquan Chen;Guanghua Xu;Yaguang Jia;Cheng Zhou;Zhao Wang;Jinju Pei;Chengcheng Han;Yi Wang;Sicong Zhang,PubMed
A review of critical challenges in MI-BCI: From conventional to deep learning methods.,Zahra Khademi;Farideh Ebrahimi;Hussain Montazery Kordy,PubMed
Individual finger movement decoding using a novel ultra-high-density electroencephalography-based brain-computer interface system.,Hyemin S Lee;Leonhard Schreiner;Seong-Hyeon Jo;Sebastian Sieghartsleitner;Michael Jordan;Harald Pretl;Christoph Guger;Hyung-Soon Park,PubMed
EEG channel selection based on sequential backward floating search for motor imagery classification.,Chao Tang;Tianyi Gao;Yuanhao Li;Badong Chen,PubMed
Improvements in Classification of Left and Right Foot Motor Intention Using Modulated Steady-State Somatosensory Evoked Potential Induced by Electrical Stimulation and Motor Imagery.,Yan Bian;Li Zhao;Jiaying Li;Tong Guo;Xing Fu;Hongzhi Qi,PubMed
Frontoparietal Dysconnection in Covert Bipedal Activity for Enhancing the Performance of the Motor Preparation-Based Brain-Computer Interface.,Chun-Ren Phang;Chia-Hsin Chen;Yuan-Yang Cheng;Yi-Jen Chen;Li-Wei Ko,PubMed
Supervised and Semisupervised Manifold Embedded Knowledge Transfer in Motor Imagery-Based BCI.,Yilu Xu;Hua Yin;Wenlong Yi;Xin Huang;Wenjuan Jian;Canhua Wang;Ronghua Hu,PubMed
Motor Imagery EEG Classification Based on Riemannian Sparse Optimization and Dempster-Shafer Fusion of Multi-Time-Frequency Patterns.,Jing Jin;Tingnan Qu;Ren Xu;Xingyu Wang;Andrzej Cichocki,PubMed
Subject adaptation convolutional neural network for EEG-based motor imagery classification.,Siwei Liu;Jia Zhang;Andong Wang;Hanrui Wu;Qibin Zhao;Jinyi Long,PubMed
EEG decoding method based on multi-feature information fusion for spinal cord injury.,Fangzhou Xu;Jincheng Li;Gege Dong;Jianfei Li;Xinyi Chen;Jianqun Zhu;Jinglu Hu;Yang Zhang;Shouwei Yue;Dong Wen;Jiancai Leng,PubMed
Hybrid mental tasks based human computer interface via integration of pronunciation and motor imagery.,Jigang Tong;Xiaoying Wei;Enzeng Dong;Zhe Sun;Shengzhi Du;Feng Duan,PubMed
An EEG-based asynchronous MI-BCI system to reduce false positives with a small number of channels for neurorehabilitation: A pilot study.,Minsu Song;Hojun Jeong;Jongbum Kim;Sung-Ho Jang;Jonghyun Kim,PubMed
Deep Convolutional Neural Network for EEG-Based Motor Decoding.,Jing Zhang;Dong Liu;Weihai Chen;Zhongcai Pei;Jianhua Wang,PubMed
A Parallel Feature Fusion Network Combining GRU and CNN for Motor Imagery EEG Decoding.,Siheng Gao;Jun Yang;Tao Shen;Wen Jiang,PubMed
A new attention-based 3D densely connected cross-stage-partial network for motor imagery classification in BCI.,Yintang Wen;Wenjing He;Yuyan Zhang,PubMed
The Effects of Bilateral Phase-Dependent Closed-Loop Vibration Stimulation With Motor Imagery Paradigm.,Wenbin Zhang;Aiguo Song;Hong Zeng;Baoguo Xu;Minmin Miao,PubMed
Riemannian distance based channel selection and feature extraction combining discriminative time-frequency bands and Riemannian tangent space for MI-BCIs.,Tingnan Qu;Jing Jin;Ren Xu;Xingyu Wang;Andrzej Cichocki,PubMed
Decoding EEG rhythms offline and online during motor imagery for standing and sitting based on a brain-computer interface.,Nayid Triana-Guzman;Alvaro D Orjuela-Cañon;Andres L Jutinico;Omar Mendoza-Montoya;Javier M Antelis,PubMed
Multi-Source Decentralized Transfer for Privacy-Preserving BCIs.,Wen Zhang;Ziwei Wang;Dongrui Wu,PubMed
GCNs-Net: A Graph Convolutional Neural Network Approach for Decoding Time-Resolved EEG Motor Imagery Signals.,Yimin Hou;Shuyue Jia;Xiangmin Lun;Ziqian Hao;Yan Shi;Yang Li;Rui Zeng;Jinglei Lv,PubMed
Machine Learning for Motor Imagery Wrist Dorsiflexion Prediction in Brain-Computer Interface Assisted Stroke Rehabilitation.,Cihan Uyanik;M Ahmed Khan;Iris C Brunner;John P Hansen;Sadasivan Puthusserypady,PubMed
A Subject-Independent Brain-Computer Interface Framework Based on Supervised Autoencoder.,Navid Ayoobi;Elnaz Banan Sadeghian,PubMed
Does Meta-Learning Improve EEG Motor Imagery Classification?,Xiaoli Wu;Rosa H M Chan,PubMed
Unsupervised Motor Imagery Saliency Detection Based on Self-Attention Mechanism.,Navid Ayoobi;Elnaz Banan Sadeghian,PubMed
Subject-Transfer Decoding using the Convolutional Neural Network for Motor Imagery-based Brain-Computer Interface.,Ji-Hyeok Jeong;Keun-Tae Kim;Dong-Joo Kim;Song Joo Lee;Hyungmin Kim,PubMed
A Deep Learning Framework Based on Dynamic Channel Selection for Early Classification of Left and Right Hand Motor Imagery Tasks.,Jiazhen Hong;Foroogh Shamsi;Laleh Najafizadeh,PubMed
A Pruned Deep Learning Approach for Classification of Motor Imagery Electroencephalography Signals.,Jiayang Zhang;Kang Li,PubMed
MCFHNet: Multi-Channel Fusion Hybrid Network for Efficient EEG-fNIRS Multi-modal Motor Imagery Decoding.,Jiaming Chen;Dan Wang;Bo Hu;Weibo Yi;Meng Xu;Dingrui Chen;Qing Zhao,PubMed
Class-distinctiveness-based frequency band selection on the Riemannian manifold for oscillatory activity-based BCIs: preliminary results.,Maria Sayu Yamamoto;Fabien Lotte;Florian Yger;Sylvain Chevallier,PubMed
Comparison of MI-EEG Decoding in Source to Sensor Domain.,Tao Fang;Zuoting Song;Wei Mu;Song Le;Yuan Zhang;Xueze Zhang;Gege Zhan;Pengchao Wang;Junkongshuai Wang;Jianxiong Bin;Fan Zhang;Lihua Zhang;Xiaoyang Kang,PubMed
Distribution Adaptation and Classification Framework Based on Multiple Kernel Learning for Motor Imagery BCI Illiteracy.,Lin Tao;Tianao Cao;Qisong Wang;Dan Liu;Jinwei Sun,PubMed
Competing at the Cybathlon championship for people with disabilities: long-term motor imagery brain-computer interface training of a cybathlete who has tetraplegia.,Attila Korik;Karl McCreadie;Niall McShane;Naomi Du Bois;Massoud Khodadadzadeh;Jacqui Stow;Jacinta McElligott;Áine Carroll;Damien Coyle,PubMed
Data augmentation strategies for EEG-based motor imagery decoding.,Olawunmi George;Roger Smith;Praveen Madiraju;Nasim Yahyasoltani;Sheikh Iqbal Ahamed,PubMed
Clustered event related spectral perturbation (ERSP) feature in right hand motor imagery classification.,Zhongjie Zhang;Yasuharu Koike,PubMed
A large EEG dataset for studying cross-session variability in motor imagery brain-computer interface.,Jun Ma;Banghua Yang;Wenzheng Qiu;Yunzhe Li;Shouwei Gao;Xinxing Xia,PubMed
A dual alignment-based multi-source domain adaptation framework for motor imagery EEG classification.,Dong-Qin Xu;Ming-Ai Li,PubMed
Enhancing Visual-Guided Motor Imagery Performance via Sensory Threshold Somatosensory Electrical Stimulation Training.,Lei Zhang;Long Chen;Zhongpeng Wang;Xin Zhang;Xiuyun Liu;Dong Ming,PubMed
A Deep Learning Model for Stroke Patients' Motor Function Prediction.,Abeer Abdulaziz AlArfaj;Hanan A Hosni Mahmoud;Alaaeldin M Hafez,PubMed
Motor Imagery Analysis from Extensive EEG Data Representations Using Convolutional Neural Networks.,Vicente A Lomelin-Ibarra;Andres E Gutierrez-Rodriguez;Jose A Cantoral-Ceballos,PubMed
Whitening Technique Based on Gram-Schmidt Orthogonalization for Motor Imagery Classification of Brain-Computer Interface Applications.,Hojong Choi;Junghun Park;Yeon-Mo Yang,PubMed
Improved classification performance of EEG-fNIRS multimodal brain-computer interface based on multi-domain features and multi-level progressive learning.,Lina Qiu;Yongshi Zhong;Zhipeng He;Jiahui Pan,PubMed
SPD-CNN: A plain CNN-based model using the symmetric positive definite matrices for cross-subject EEG classification with meta-transfer-learning.,Lezhi Chen;Zhuliang Yu;Jian Yang,PubMed
A Fused Multidimensional EEG Classification Method Based on an Extreme Tree Feature Selection.,Ruijing Lin;Chaoyi Dong;Pengfei Ma;Shuang Ma;Xiaoyan Chen;Huanzi Liu,PubMed
A Self-Supervised Learning Based Channel Attention MLP-Mixer Network for Motor Imagery Decoding.,Yanbin He;Zhiyang Lu;Jun Wang;Shihui Ying;Jun Shi,PubMed
A Novel Quick-Response Eigenface Analysis Scheme for Brain-Computer Interfaces.,Hojong Choi;Junghun Park;Yeon-Mo Yang,PubMed
A Comprehensive Review of Endogenous EEG-Based BCIs for Dynamic Device Control.,Natasha Padfield;Kenneth Camilleri;Tracey Camilleri;Simon Fabri;Marvin Bugeja,PubMed
Subject-Dependent Artifact Removal for Enhancing Motor Imagery Classifier Performance under Poor Skills.,Mateo Tobón-Henao;Andrés Álvarez-Meza;Germán Castellanos-Domínguez,PubMed
A Transformer-Based Approach Combining Deep Learning Network and Spatial-Temporal Information for Raw EEG Classification.,Jin Xie;Jie Zhang;Jiayao Sun;Zheng Ma;Liuni Qin;Guanglin Li;Huihui Zhou;Yang Zhan,PubMed
A Graph-Based Nonlinear Dynamic Characterization of Motor Imagery Toward an Enhanced Hybrid BCI.,Sarah M I Hosni;Seyyed B Borgheai;John McLinden;Shaotong Zhu;Xiaofei Huang;Sarah Ostadabbas;Yalda Shahriari,PubMed
Direction decoding of imagined hand movements using subject-specific features from parietal EEG.,Gangadharan K Sagila;A P Vinod,PubMed
Flexible coding scheme for robotic arm control driven by motor imagery decoding.,Qingsong Ai;Mengyuan Zhao;Kun Chen;Xuefei Zhao;Li Ma;Quan Liu,PubMed
Optimizing Motor Imagery Parameters for Robotic Arm Control by Brain-Computer Interface.,Ünal Hayta;Danut Constantin Irimia;Christoph Guger;İbrahim Erkutlu;İbrahim Halil Güzelbey,PubMed
Deep Convolution Generative Adversarial Network-Based Electroencephalogram Data Augmentation for Post-Stroke Rehabilitation with Motor Imagery.,Fangzhou Xu;Gege Dong;Jincheng Li;Qingbo Yang;Lei Wang;Yanna Zhao;Yihao Yan;Jinzhao Zhao;Shaopeng Pang;Dongju Guo;Yang Zhang;Jiancai Leng,PubMed
Electroencephalogram-Based Motor Imagery Signals Classification Using a Multi-Branch Convolutional Neural Network Model with Attention Blocks.,Ghadir Ali Altuwaijri;Ghulam Muhammad,PubMed
Classification of motor imagery EEG using deep learning increases performance in inefficient BCI users.,Navneet Tibrewal;Nikki Leeuwis;Maryam Alimardani,PubMed
FBMSNet: A Filter-Bank Multi-Scale Convolutional Neural Network for EEG-Based Motor Imagery Decoding.,Ke Liu;Mingzhao Yang;Zhuliang Yu;Guoyin Wang;Wei Wu,PubMed
A Semi-Supervised Progressive Learning Algorithm for Brain-Computer Interface.,Yuxuan Wei;Jie Li;Hongfei Ji;Lingjing Jin;Lingyu Liu;Zhongfei Bai;Chen Ye,PubMed
